"","subid","group","shockCond","reps","resp","H","SM","dprime","c"
"277","ap162","stress","threat","2","indoor",0.210526315789474,0.222222222222222,-0.0398867065739129,0.784653027073344
"278","ap162","stress","threat","2","outdoor",0.333333333333333,0.0263157894736842,1.50720421155737,1.18432940507414
"279","ap162","stress","threat","4","indoor",0.35,0.285714285714286,0.180628355525295,0.475634644170215
"280","ap162","stress","threat","4","outdoor",0.142857142857143,0.15,-0.0311371343843523,1.05200195668597
"281","ap163","stress","safe","2","indoor",0.428571428571429,0.0238095238095238,1.80074002685457,1.08038238321999
"282","ap163","stress","safe","2","outdoor",0.571428571428571,0.0952380952380952,1.48918408657848,0.564579673496536
"283","ap163","stress","safe","4","indoor",0.714285714285714,0.025,2.52591280647292,0.697007581303595
"284","ap163","stress","safe","4","outdoor",0.85,0.0952380952380952,2.34560510627957,0.136369163645994
"285","ap163","stress","threat","2","indoor",0.5,0.0238095238095238,1.98075239664728,0.990376198323639
"286","ap163","stress","threat","2","outdoor",0.80952380952381,0.15,1.91257623874063,0.0801452701234742
"287","ap163","stress","threat","4","indoor",0.611111111111111,0.0263157894736842,2.22014765791534,0.82785768189516
"288","ap163","stress","threat","4","outdoor",0.842105263157895,0.166666666666667,1.97056953376423,-0.017863200780416
"289","ap164","stress","safe","2","indoor",0.333333333333333,0.0238095238095238,1.55002509735182,1.20573984797137
"290","ap164","stress","safe","2","outdoor",0.333333333333333,0.0476190476190476,1.23766389465162,1.04955924662127
"291","ap164","stress","safe","4","indoor",0.666666666666667,0.0238095238095238,2.41147969594274,0.775012548675911
"292","ap164","stress","safe","4","outdoor",0.714285714285714,0.0476190476190476,2.23434001587994,0.551221186007108
"293","ap164","stress","threat","2","indoor",0.315789473684211,0.0476190476190476,1.18888554061613,1.07394842363901
"294","ap164","stress","threat","2","outdoor",0.380952380952381,0.0526315789473684,1.31687581058206,0.961418353347238
"295","ap164","stress","threat","4","indoor",0.611111111111111,0.05,1.92706977401398,0.681318739944482
"296","ap164","stress","threat","4","outdoor",0.7,0.0555555555555556,2.11761933073109,0.534409152657505
"297","ap165","stress","safe","2","indoor",0.333333333333333,0.0476190476190476,1.23766389465162,1.04955924662127
"298","ap165","stress","safe","2","outdoor",0.428571428571429,0.0476190476190476,1.48837882415437,0.924201781869892
"299","ap165","stress","safe","4","indoor",0.380952380952381,0.0476190476190476,1.36541074589087,0.985685821001643
"300","ap165","stress","safe","4","outdoor",0.619047619047619,0.0476190476190476,1.97137164200329,0.682705372945436
"301","ap165","stress","threat","2","indoor",0.421052631578947,0.025,1.76076265975079,1.07958265466466
"302","ap165","stress","threat","2","outdoor",0.25,0.0263157894736842,1.26344176065675,1.30621063052446
"303","ap165","stress","threat","4","indoor",0.3,0.05,1.12045311424343,1.08462706982976
"304","ap165","stress","threat","4","outdoor",0.45,0.05,1.5191922800964,0.885257486903273
"305","ap166","stress","safe","2","indoor",0.333333333333333,0.19047619047619,0.445415549951384,0.653435074271149
"306","ap166","stress","safe","2","outdoor",0.19047619047619,0.0476190476190476,0.792248344700238,1.27226702159696
"307","ap166","stress","safe","4","indoor",0.571428571428571,0.1,1.46156393533731,0.550769597875948
"308","ap166","stress","safe","4","outdoor",0.55,0.0952380952380952,1.43483306364085,0.591755184965352
"309","ap166","stress","threat","2","indoor",0.4,0.025,1.70661688140425,1.10665554383793
"310","ap166","stress","threat","2","outdoor",0.45,0.15,0.910772042638715,0.581047368174432
"311","ap166","stress","threat","4","indoor",0.705882352941177,0.19047619047619,1.41753793437593,0.167373882058877
"312","ap166","stress","threat","4","outdoor",0.428571428571429,0.117647058823529,1.00681906296311,0.683421901274262
"313","ap167","stress","safe","2","indoor",0.142857142857143,0.0952380952380952,0.241601192907636,1.18837112033196
"314","ap167","stress","safe","2","outdoor",0.285714285714286,0.0952380952380952,0.743222894852914,0.93756026935932
"315","ap167","stress","safe","4","indoor",0.0476190476190476,0.19047619047619,-0.792248344700238,1.27226702159696
"316","ap167","stress","safe","4","outdoor",0.285714285714286,0.238095238095238,0.146494210456626,0.639195927161176
"317","ap167","stress","threat","2","indoor",0.0952380952380952,0.0555555555555556,0.284047101237273,1.45119526740441
"318","ap167","stress","threat","2","outdoor",0.166666666666667,0.0476190476190476,0.700969627845377,1.31790638002439
"319","ap167","stress","threat","4","indoor",0.476190476190476,0.0555555555555556,1.53350171823773,0.826467958904187
"320","ap167","stress","threat","4","outdoor",0.444444444444444,0.142857142857143,0.92786022499628,0.603640411380002
"321","ap168","stress","safe","2","indoor",0.0952380952380952,0.333333333333333,-0.87844441749032,0.869949508040617
"322","ap168","stress","safe","2","outdoor",0.19047619047619,0.285714285714286,-0.310194027313978,0.721045835589852
"323","ap168","stress","safe","4","indoor",0.333333333333333,0.380952380952381,-0.127746851239251,0.366853873675832
"324","ap168","stress","safe","4","outdoor",0.238095238095238,0.333333333333333,-0.281715733094032,0.571585165842473
"325","ap168","stress","threat","2","indoor",0.277777777777778,0.315789473684211,-0.109950144518829,0.534480725590364
"326","ap168","stress","threat","2","outdoor",0.368421052631579,0.111111111111111,0.884602208475527,0.778339244609586
"327","ap168","stress","threat","4","indoor",0.380952380952381,0.315789473684211,0.176525205274743,0.391243050693578
"328","ap168","stress","threat","4","outdoor",0.421052631578947,0.19047619047619,0.676941524457574,0.537672087018054
"329","ap169","stress","safe","2","indoor",0.523809523809524,0.19047619047619,0.935859949032164,0.408212874730759
"330","ap169","stress","safe","2","outdoor",0.428571428571429,0.285714285714286,0.385936452140158,0.372980595862784
"331","ap169","stress","safe","4","indoor",0.523809523809524,0.380952380952381,0.362697547841529,0.121631674135442
"332","ap169","stress","safe","4","outdoor",0.380952380952381,0.19047619047619,0.573162401190634,0.589561648651524
"333","ap169","stress","threat","2","indoor",0.315789473684211,0.157894736842105,0.523642314331584,0.741326810496742
"334","ap169","stress","threat","2","outdoor",0.421052631578947,0.0526315789473684,1.420654933849,0.909528791713768
"335","ap169","stress","threat","4","indoor",0.368421052631579,0.1,0.945513425172778,0.808794852958212
"336","ap169","stress","threat","4","outdoor",0.55,0.263157894736842,0.759301347634775,0.253989326962313
"337","ap170","stress","safe","2","indoor",0.142857142857143,0.0476190476190476,0.600820670068937,1.36798085891261
"338","ap170","stress","safe","2","outdoor",0.428571428571429,0.0476190476190476,1.48837882415437,0.924201781869892
"339","ap170","stress","safe","4","indoor",0.476190476190476,0.0476190476190476,1.60867409416176,0.864054146866201
"340","ap170","stress","safe","4","outdoor",0.80952380952381,0.0476190476190476,2.54453404319392,0.396124172350119
"341","ap170","stress","threat","2","indoor",0.277777777777778,0.0238095238095238,1.3912965987975,1.28510409724853
"342","ap170","stress","threat","2","outdoor",0.476190476190476,0.0555555555555556,1.53350171823773,0.826467958904187
"343","ap170","stress","threat","4","indoor",0.35,0.0526315789473684,1.2345357922307,1.00258836252292
"344","ap170","stress","threat","4","outdoor",0.684210526315789,0.025,2.439469637871,0.740229165604552
"345","ap171","stress","safe","2","indoor",0.238095238095238,0.0238095238095238,1.26830936425779,1.34659771451838
"346","ap171","stress","safe","2","outdoor",0.0476190476190476,0.0952380952380952,-0.359219477161302,1.48878145536643
"347","ap171","stress","safe","4","indoor",0.19047619047619,0.0238095238095238,1.10460954740044,1.42844762294706
"348","ap171","stress","safe","4","outdoor",0.380952380952381,0.0476190476190476,1.36541074589087,0.985685821001643
"349","ap171","stress","threat","2","indoor",0.0526315789473684,0.025,0.340107725901784,1.78991012158916
"350","ap171","stress","threat","2","outdoor",0.1,0.105263157894737,-0.0294320452793813,1.26683554290491
"351","ap171","stress","threat","4","indoor",0.025,0.0263157894736842,-0.0220324736872253,1.94894774769644
"352","ap171","stress","threat","4","outdoor",0.631578947368421,0.15,1.37247152986561,0.350197624560983
"353","ap172","stress","safe","2","indoor",0.0952380952380952,0.0952380952380952,0,1.30917171678578
"354","ap172","stress","safe","2","outdoor",0.142857142857143,0.0476190476190476,0.600820670068937,1.36798085891261
"355","ap172","stress","safe","4","indoor",0.238095238095238,0.0238095238095238,1.26830936425779,1.34659771451838
"356","ap172","stress","safe","4","outdoor",0.19047619047619,0.0476190476190476,0.792248344700238,1.27226702159696
"357","ap172","stress","threat","2","indoor",0.05,0.0476190476190476,0.0235375669956062,1.65662241044928
"358","ap172","stress","threat","2","outdoor",0.142857142857143,0.025,0.892393460661912,1.5137672542091
"359","ap172","stress","threat","4","indoor",0.05,0.0277777777777778,0.269652198104084,1.77967972600351
"360","ap172","stress","threat","4","outdoor",0.111111111111111,0.05,0.424213278104123,1.43274698789941
"361","ap173","stress","safe","2","indoor",0.0952380952380952,0.142857142857143,-0.241601192907636,1.18837112033196
"362","ap173","stress","safe","2","outdoor",0.0238095238095238,0.0476190476190476,-0.3123612027002,1.82457179529718
"363","ap173","stress","safe","4","indoor",0.0238095238095238,0.0476190476190476,-0.3123612027002,1.82457179529718
"364","ap173","stress","safe","4","outdoor",0.238095238095238,0.0476190476190476,0.95594816155759,1.19041711316828
"365","ap173","stress","threat","2","indoor",0.0263157894736842,0.0263157894736842,0,1.93793151085283
"366","ap173","stress","threat","2","outdoor",0.0263157894736842,0.0263157894736842,0,1.93793151085283
"367","ap173","stress","threat","4","indoor",0.0238095238095238,0.0952380952380952,-0.671580679861501,1.64496205671653
"368","ap173","stress","threat","4","outdoor",0.0476190476190476,0.0476190476190476,0,1.66839119394708
"369","ap174","stress","safe","2","indoor",0.285714285714286,0.0476190476190476,1.10244237201422,1.11717000793997
"370","ap174","stress","safe","2","outdoor",0.380952380952381,0.142857142857143,0.764590075821935,0.685275485967174
"371","ap174","stress","safe","4","indoor",0.523809523809524,0.0238095238095238,2.0404694964326,0.960517648430978
"372","ap174","stress","safe","4","outdoor",0.714285714285714,0.142857142857143,1.633519345811,0.250810850972639
"373","ap174","stress","threat","2","indoor",0.5,0.0526315789473684,1.61985625863827,0.809928129319135
"374","ap174","stress","threat","2","outdoor",0.578947368421053,0.025,2.15916530932932,0.880381329875393
"375","ap174","stress","threat","4","indoor",0.631578947368421,0.0238095238095238,2.3167905370191,0.822357128137728
"376","ap174","stress","threat","4","outdoor",0.571428571428571,0.157894736842105,1.18316033745524,0.411567798934914
