"","subid","group","shockCond","reps","hits","olds","fas","news","hitRate","faRate","halfHit","halfFA","crRate","dprime","c"
"174","ap171","stress","threat","2",30,39,21,40,0.769230769230769,0.525,0.0128205128205128,0.0125,0.475,0.673609139432916,-0.399511347659672
"175","ap171","stress","safe","4",39,42,17,42,0.928571428571429,0.404761904761905,0.0119047619047619,0.0119047619047619,0.595238095238095,1.70627418657155,-0.612096699399748
"176","ap171","stress","threat","4",37,39,21,40,0.948717948717949,0.525,0.0128205128205128,0.0125,0.475,1.56984118790313,-0.847627371894781
"177","ap172","stress","safe","2",41,42,20,42,0.976190476190476,0.476190476190476,0.0119047619047619,0.0119047619047619,0.523809523809524,2.0404694964326,-0.960517648430978
"178","ap172","stress","threat","2",38,41,20,39,0.926829268292683,0.512820512820513,0.0121951219512195,0.0128205128205128,0.487179487179487,1.42043438748467,-0.742358987069671
"179","ap172","stress","safe","4",41,42,20,42,0.976190476190476,0.476190476190476,0.0119047619047619,0.0119047619047619,0.523809523809524,2.0404694964326,-0.960517648430978
"180","ap172","stress","threat","4",35,38,20,39,0.921052631578947,0.512820512820513,0.0131578947368421,0.0128205128205128,0.487179487179487,1.38004578557883,-0.722164686116751
"181","ap173","stress","safe","2",18,42,16,42,0.428571428571429,0.380952380952381,0.0119047619047619,0.0119047619047619,0.619047619047619,0.122968078263501,0.241496408924456
"182","ap173","stress","threat","2",14,38,7,38,0.368421052631579,0.184210526315789,0.0131578947368421,0.0131578947368421,0.815789473684211,0.563396767295411,0.617736524019528
"183","ap173","stress","safe","4",24,42,16,42,0.571428571428571,0.380952380952381,0.0119047619047619,0.0119047619047619,0.619047619047619,0.482992817848911,0.0614840391317508
"184","ap173","stress","threat","4",16,42,7,38,0.380952380952381,0.184210526315789,0.0119047619047619,0.0131578947368421,0.815789473684211,0.596454459611027,0.60120767786172
"185","ap174","stress","safe","2",37,42,16,42,0.880952380952381,0.380952380952381,0.0119047619047619,0.0119047619047619,0.619047619047619,1.48274156566807,-0.438390334777827
"186","ap174","stress","threat","2",36,39,5,39,0.923076923076923,0.128205128205128,0.0128205128205128,0.0128205128205128,0.871794871794872,2.56099349026634,-0.145580127139678
"187","ap174","stress","safe","4",38,42,16,42,0.904761904761905,0.380952380952381,0.0119047619047619,0.0119047619047619,0.619047619047619,1.61215216484198,-0.503095634364785
"188","ap174","stress","threat","4",38,40,5,39,0.95,0.128205128205128,0.0125,0.0128205128205128,0.871794871794872,2.77977024494496,-0.25496850447899
