,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
243,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap171,545.416259766,stress
244,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap171,668.668457031,stress
245,M,,70.0,mni,sourcehit-cr,smoothed,ap171,103.881004333,stress
246,CR,,70.0,mni,sourcehit-cr,smoothed,ap172,-0.330555826426,stress
247,FA,,70.0,mni,sourcehit-cr,smoothed,ap172,-460.091461182,stress
248,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap172,-24.1781253815,stress
249,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap172,-350.877105713,stress
250,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap172,-826.114440918,stress
251,M,,70.0,mni,sourcehit-cr,smoothed,ap172,-538.6796875,stress
252,CR,,70.0,mni,sourcehit-cr,smoothed,ap173,214.020217896,stress
253,FA,,70.0,mni,sourcehit-cr,smoothed,ap173,336.231567383,stress
254,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap173,736.537658691,stress
255,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap173,249.68359375,stress
256,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap173,193.285583496,stress
257,M,,70.0,mni,sourcehit-cr,smoothed,ap173,319.230224609,stress
258,CR,,70.0,mni,sourcehit-cr,smoothed,ap174,558.937316895,stress
259,FA,,70.0,mni,sourcehit-cr,smoothed,ap174,353.049346924,stress
260,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap174,679.781677246,stress
261,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap174,-27.5335216522,stress
262,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap174,834.233276367,stress
263,M,,70.0,mni,sourcehit-cr,smoothed,ap174,755.565673828,stress
