,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
149,sourcehit,rh,773.0,epi,dorsalattn,unsmoothed,ap114,1005.19903564,control
150,itemhit_lo,lh,747.0,epi,dorsalattn,unsmoothed,ap114,815.134643555,control
151,itemhit_lo,rh,773.0,epi,dorsalattn,unsmoothed,ap114,836.307250977,control
152,sourcemiss_hi,lh,747.0,epi,dorsalattn,unsmoothed,ap114,1496.74804688,control
153,sourcemiss_hi,rh,773.0,epi,dorsalattn,unsmoothed,ap114,1701.20410156,control
154,M,lh,747.0,epi,dorsalattn,unsmoothed,ap114,41.5883369446,control
155,M,rh,773.0,epi,dorsalattn,unsmoothed,ap114,615.102905273,control
156,CR,lh,709.0,epi,dorsalattn,unsmoothed,ap115,1229.77966309,control
157,CR,rh,680.0,epi,dorsalattn,unsmoothed,ap115,1341.54321289,control
158,FA,lh,709.0,epi,dorsalattn,unsmoothed,ap115,1620.24511719,control
159,FA,rh,680.0,epi,dorsalattn,unsmoothed,ap115,1366.90197754,control
160,sourcehit,lh,709.0,epi,dorsalattn,unsmoothed,ap115,2124.96533203,control
161,sourcehit,rh,680.0,epi,dorsalattn,unsmoothed,ap115,1816.3157959,control
162,itemhit_lo,lh,709.0,epi,dorsalattn,unsmoothed,ap115,1640.49987793,control
163,itemhit_lo,rh,680.0,epi,dorsalattn,unsmoothed,ap115,1362.33044434,control
164,sourcemiss_hi,lh,709.0,epi,dorsalattn,unsmoothed,ap115,1999.63439941,control
165,sourcemiss_hi,rh,680.0,epi,dorsalattn,unsmoothed,ap115,1768.98583984,control
166,M,lh,709.0,epi,dorsalattn,unsmoothed,ap115,1263.10046387,control
167,M,rh,680.0,epi,dorsalattn,unsmoothed,ap115,1278.71411133,control
168,CR,lh,882.0,epi,dorsalattn,unsmoothed,ap116,1920.82250977,control
169,CR,rh,865.0,epi,dorsalattn,unsmoothed,ap116,441.94631958,control
170,FA,lh,882.0,epi,dorsalattn,unsmoothed,ap116,3436.94482422,control
171,FA,rh,865.0,epi,dorsalattn,unsmoothed,ap116,913.699279785,control
172,sourcehit,lh,882.0,epi,dorsalattn,unsmoothed,ap116,2809.09887695,control
173,sourcehit,rh,865.0,epi,dorsalattn,unsmoothed,ap116,688.079040527,control
