,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
3261,sourcemiss_hi,rh,1711.0,epi,frontoparietal,unsmoothed,ap120,-769.423461914,control
3289,M,lh,1467.0,epi,frontoparietal,unsmoothed,ap120,-427.671600342,control
3290,M,rh,1711.0,epi,frontoparietal,unsmoothed,ap120,-463.650085449,control
3318,CR,lh,1411.0,epi,frontoparietal,unsmoothed,ap121,462.20135498,control
3319,CR,rh,1543.0,epi,frontoparietal,unsmoothed,ap121,552.27557373,control
3347,FA,lh,1411.0,epi,frontoparietal,unsmoothed,ap121,767.001220703,control
3348,FA,rh,1543.0,epi,frontoparietal,unsmoothed,ap121,565.237915039,control
3376,sourcehit,lh,1411.0,epi,frontoparietal,unsmoothed,ap121,629.047912598,control
3377,sourcehit,rh,1543.0,epi,frontoparietal,unsmoothed,ap121,-53.8280639648,control
3405,itemhit_lo,lh,1411.0,epi,frontoparietal,unsmoothed,ap121,1086.24145508,control
3406,itemhit_lo,rh,1543.0,epi,frontoparietal,unsmoothed,ap121,560.633361816,control
3434,sourcemiss_hi,lh,1411.0,epi,frontoparietal,unsmoothed,ap121,1468.97924805,control
3435,sourcemiss_hi,rh,1543.0,epi,frontoparietal,unsmoothed,ap121,431.415740967,control
3463,M,lh,1411.0,epi,frontoparietal,unsmoothed,ap121,-134.336181641,control
3464,M,rh,1543.0,epi,frontoparietal,unsmoothed,ap121,501.343414307,control
3492,CR,lh,1394.0,epi,frontoparietal,unsmoothed,ap122,-1381.9407959,control
3493,CR,rh,1726.0,epi,frontoparietal,unsmoothed,ap122,-1014.9185791,control
3521,FA,lh,1394.0,epi,frontoparietal,unsmoothed,ap122,-739.534973145,control
3522,FA,rh,1726.0,epi,frontoparietal,unsmoothed,ap122,-839.493469238,control
3550,sourcehit,lh,1394.0,epi,frontoparietal,unsmoothed,ap122,70.4624481201,control
3551,sourcehit,rh,1726.0,epi,frontoparietal,unsmoothed,ap122,-551.852355957,control
3579,itemhit_lo,lh,1394.0,epi,frontoparietal,unsmoothed,ap122,-303.817352295,control
3580,itemhit_lo,rh,1726.0,epi,frontoparietal,unsmoothed,ap122,-596.448120117,control
3608,sourcemiss_hi,lh,1394.0,epi,frontoparietal,unsmoothed,ap122,-1036.2322998,control
3609,sourcemiss_hi,rh,1726.0,epi,frontoparietal,unsmoothed,ap122,-1146.78820801,control
3637,M,lh,1394.0,epi,frontoparietal,unsmoothed,ap122,-1007.7956543,control
