,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
6668,FA,lh,117.0,epi,DefaultA_IPL,unsmoothed,ap169,-1782.46142578,stress
6697,sourcehit,lh,117.0,epi,DefaultA_IPL,unsmoothed,ap169,-1094.67114258,stress
6726,itemhit_lo,lh,117.0,epi,DefaultA_IPL,unsmoothed,ap169,573.370666504,stress
6755,sourcemiss_hi,lh,117.0,epi,DefaultA_IPL,unsmoothed,ap169,-1046.33764648,stress
6784,M,lh,117.0,epi,DefaultA_IPL,unsmoothed,ap169,-746.949279785,stress
6813,CR,lh,143.0,epi,DefaultA_IPL,unsmoothed,ap170,-1008.2600708,stress
6842,FA,lh,143.0,epi,DefaultA_IPL,unsmoothed,ap170,-1091.08007812,stress
6871,sourcehit,lh,143.0,epi,DefaultA_IPL,unsmoothed,ap170,1212.83276367,stress
6900,itemhit_lo,lh,143.0,epi,DefaultA_IPL,unsmoothed,ap170,-147.925613403,stress
6929,sourcemiss_hi,lh,143.0,epi,DefaultA_IPL,unsmoothed,ap170,2654.55419922,stress
6958,M,lh,143.0,epi,DefaultA_IPL,unsmoothed,ap170,-877.762268066,stress
6987,CR,lh,113.0,epi,DefaultA_IPL,unsmoothed,ap171,-1601.40222168,stress
7016,FA,lh,113.0,epi,DefaultA_IPL,unsmoothed,ap171,-836.582275391,stress
7045,sourcehit,lh,113.0,epi,DefaultA_IPL,unsmoothed,ap171,-235.970489502,stress
7074,itemhit_lo,lh,113.0,epi,DefaultA_IPL,unsmoothed,ap171,-840.548278809,stress
7103,sourcemiss_hi,lh,113.0,epi,DefaultA_IPL,unsmoothed,ap171,-2624.2421875,stress
7132,M,lh,113.0,epi,DefaultA_IPL,unsmoothed,ap171,-1612.13024902,stress
7161,CR,lh,158.0,epi,DefaultA_IPL,unsmoothed,ap172,-235.307388306,stress
7190,FA,lh,158.0,epi,DefaultA_IPL,unsmoothed,ap172,-857.707092285,stress
7219,sourcehit,lh,158.0,epi,DefaultA_IPL,unsmoothed,ap172,-583.522766113,stress
7248,itemhit_lo,lh,158.0,epi,DefaultA_IPL,unsmoothed,ap172,-871.554016113,stress
7277,sourcemiss_hi,lh,158.0,epi,DefaultA_IPL,unsmoothed,ap172,-1190.08374023,stress
7306,M,lh,158.0,epi,DefaultA_IPL,unsmoothed,ap172,141.406051636,stress
7335,CR,lh,126.0,epi,DefaultA_IPL,unsmoothed,ap173,-346.529785156,stress
7364,FA,lh,126.0,epi,DefaultA_IPL,unsmoothed,ap173,-19.4474048615,stress
7393,sourcehit,lh,126.0,epi,DefaultA_IPL,unsmoothed,ap173,1805.92407227,stress
7422,itemhit_lo,lh,126.0,epi,DefaultA_IPL,unsmoothed,ap173,-302.140899658,stress
7451,sourcemiss_hi,lh,126.0,epi,DefaultA_IPL,unsmoothed,ap173,62.2712287903,stress
7480,M,lh,126.0,epi,DefaultA_IPL,unsmoothed,ap173,-238.796737671,stress
7509,CR,lh,131.0,epi,DefaultA_IPL,unsmoothed,ap174,-2175.94262695,stress
7538,FA,lh,131.0,epi,DefaultA_IPL,unsmoothed,ap174,-1706.57629395,stress
7567,sourcehit,lh,131.0,epi,DefaultA_IPL,unsmoothed,ap174,711.359985352,stress
7596,itemhit_lo,lh,131.0,epi,DefaultA_IPL,unsmoothed,ap174,-2416.59814453,stress
7625,sourcemiss_hi,lh,131.0,epi,DefaultA_IPL,unsmoothed,ap174,61.9217567444,stress
7654,M,lh,131.0,epi,DefaultA_IPL,unsmoothed,ap174,-3188.8918457,stress
